classification	reason	file	line	column	value	context	decision	replacement
value_review	Owning entity file (ContractedCost)	specification/datasets/cost_and_usage/columns/contractedcost.md	20	1292	Purchase	"**Aggregation:** When aggregating Contracted Cost for savings calculations, it's important to exclude either [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" *charges* (one-time and recurring) that are paid to cover future eligible *charges* (e.g., [commitment discount](#glossary:commitment-discount)) or the covered [Charge Category](#datamodel.costandusage.chargecategory) ""Usage"" *charges* themselves. This exclusion helps prevent double counting of these *charges* in the aggregation. Which set of *charges* to exclude depends on whether costs are aggregated on a billed basis (exclude covered *charges*) or accrual basis (exclude Purchases for future *charges*). For instance, *charges* categorized as [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" and their related [Charge Category](#datamodel.costandusage.chargecategory) ""Tax"" *charges* for a Commitment Discount might be excluded from an accrual basis cost aggregation of Contracted Cost. This is because the ""Usage"" and ""Tax"" charge records provided during the commitment [*period*](#glossary:period) already specify the Contracted Cost. Purchase *charges* that cover future eligible *charges* can be identified by filtering for [Charge Category](#datamodel.costandusage.chargecategory) ""Purchase"" records with a [Billed Cost](#datamodel.costandusage.billedcost) greater than 0 and an [Effective Cost](#datamodel.costandusage.effectivecost) equal to 0."	audit_recovery	`Purchase`
value_high	Entity predicate (CommitmentDiscountCategory)	specification/datasets/cost_and_usage/columns/commitmentdiscountquantity.md	5	90	Usage	"When [CommitmentDiscountCategory](#datamodel.costandusage.commitmentdiscountcategory) is ""Usage"" (usage-based *commitment discounts*), the Commitment Discount Quantity reflects the predefined amount of usage purchased or consumed. If [*commitment discount flexibility*](#glossary:commitment-discount-flexibility) is applicable, this value may be further transformed based on additional, service-provider-specific requirements. When CommitmentDiscountCategory is ""Spend"" (spend-based *commitment discounts*), the Commitment Discount Quantity reflects the predefined amount of spend purchased or consumed. See [Appendix: Commitment Discount Flexibility](#appendix.examples:commitmentdiscountflexibility) for more details around *commitment discount flexibility*."	audit_recovery	`Usage`
value_high	Entity predicate (CommitmentDiscountCategory)	specification/datasets/cost_and_usage/columns/commitmentdiscountquantity.md	5	463	Spend	"When [CommitmentDiscountCategory](#datamodel.costandusage.commitmentdiscountcategory) is ""Usage"" (usage-based *commitment discounts*), the Commitment Discount Quantity reflects the predefined amount of usage purchased or consumed. If [*commitment discount flexibility*](#glossary:commitment-discount-flexibility) is applicable, this value may be further transformed based on additional, service-provider-specific requirements. When CommitmentDiscountCategory is ""Spend"" (spend-based *commitment discounts*), the Commitment Discount Quantity reflects the predefined amount of spend purchased or consumed. See [Appendix: Commitment Discount Flexibility](#appendix.examples:commitmentdiscountflexibility) for more details around *commitment discount flexibility*."	audit_recovery	`Spend`
value_review	Owning entity file (CommitmentDiscountQuantity)	specification/datasets/cost_and_usage/columns/commitmentdiscountquantity.md	28	227	Purchase	"**Aggregation:** When aggregating Commitment Discount Quantity for commitment utilization calculations, it's important to exclude [*commitment discount*](#glossary:commitment-discount) purchases (i.e., when Charge Category is ""Purchase"") that are paid to cover future eligible [*charges*](#glossary:charge) (e.g., *commitment discount*). Otherwise, when accounting for all upfront or accrued purchases, it's important to exclude *commitment discount* usage (i.e., when Charge Category is ""Usage""). This exclusion helps prevent double counting of these quantities in the aggregation."	audit_recovery	`Purchase`
value_high	Entity predicate (CommitmentDiscountUnit)	specification/appendix/commitment_discounts/commitment_discounts.md	11	324	USD	"Spend-based *commitment discounts* obligate a customer to a predetermined amount of spend over a specified [*period*](#glossary:period). In the usage examples below, each [*row*](#glossary:row) measures the monetary amount of the hourly commit consumed by the *commitment discount*, so the CommitmentDiscountUnit chosen is ""USD"", or the [*billing currency*](#glossary:billing-currency)."	audit_recovery	`USD`
ambiguous	No deterministic value relationship	CHANGELOG.md	476	76	Other	"* Added requirement for mapping the value to a single ServiceCategory or ""Other""."	apply_repo_review	`Other`
ambiguous	No deterministic value relationship	CHANGELOG.md	477	82	Other	"* Added recommendation for mapping the value to a single ServiceSubcategory or ""Other""."	apply_repo_review	`Other`
value_high	Entity predicate (ChargeCategory)	CHANGELOG.md	491	113	Usage	"* Added requirement that the value must be associated with a given resource or service when ChargeCategory is ""Usage"" or ""Purchase""."	apply_repo_review	`Usage`
value_high	Same line as explicit value context	CHANGELOG.md	491	124	Purchase	"* Added requirement that the value must be associated with a given resource or service when ChargeCategory is ""Usage"" or ""Purchase""."	apply_repo_review	`Purchase`
value_high	Entity predicate (CommitmentDiscountStatus)	CHANGELOG.md	541	53	Unused	"* Must be null when `CommitmentDiscountStatus` is ""Unused""."	apply_repo_review	`Unused`
value_high	Entity predicate (ChargeClass)	CHANGELOG.md	543	44	Correction	"* Must be null when `ChargeClass` is not ""Correction"" and `ChargeCategory` is not ""Usage""."	apply_repo_review	`Correction`
value_high	Entity predicate (ChargeCategory)	CHANGELOG.md	543	85	Usage	"* Must be null when `ChargeClass` is not ""Correction"" and `ChargeCategory` is not ""Usage""."	apply_repo_review	`Usage`
value_high	Entity predicate (ChargeClass)	CHANGELOG.md	544	44	Correction	"* Must be null when `ChargeClass` is not ""Correction"" and `ChargeCategory` is ""Usage"" and `CommitmentDiscountStatus` is ""Unused""."	apply_repo_review	`Correction`
value_high	Entity predicate (ChargeCategory)	CHANGELOG.md	544	81	Usage	"* Must be null when `ChargeClass` is not ""Correction"" and `ChargeCategory` is ""Usage"" and `CommitmentDiscountStatus` is ""Unused""."	apply_repo_review	`Usage`
value_high	Entity predicate (CommitmentDiscountStatus)	CHANGELOG.md	544	123	Unused	"* Must be null when `ChargeClass` is not ""Correction"" and `ChargeCategory` is ""Usage"" and `CommitmentDiscountStatus` is ""Unused""."	apply_repo_review	`Unused`
value_high	Entity predicate (ChargeCategory)	CHANGELOG.md	545	42	Usage	"* May be null when `ChargeCategory` is ""Usage"" and `ChargeClass` is ""Correction""."	apply_repo_review	`Usage`
value_high	Entity predicate (ChargeCategory)	CHANGELOG.md	545	71	Correction	"* May be null when `ChargeCategory` is ""Usage"" and `ChargeClass` is ""Correction""."	apply_repo_review	`Correction`
value_high	Entity predicate (CommitmentDiscountStatus)	CHANGELOG.md	547	40	Unused	"* When `CommitmentDiscountStatus` is ""Unused"", must be the difference between the used commitment discount amount and the portion of the total commitment discount purchase applicable for the charge period."	apply_repo_review	`Unused`
ambiguous	No deterministic value relationship	CHANGELOG.md	549	17	Committed	"* Must not be ""Committed"" when the charge is for a commitment discount purchase."	apply_repo_review	`Committed`
ambiguous	No deterministic value relationship	CHANGELOG.md	610	11	Credit	"* Added ""Credit"" value for credits and any applicable credit corrections. See added `ChargeClass` column."	apply_repo_review	`Credit`
ambiguous	No deterministic value relationship	CHANGELOG.md	611	13	Usage	"* Updated ""Usage"", ""Purchase"", and ""Tax"" to include refunds/corrections. See added `ChargeClass` column."	apply_repo_review	`Usage`
ambiguous	No deterministic value relationship	CHANGELOG.md	611	22	Purchase	"* Updated ""Usage"", ""Purchase"", and ""Tax"" to include refunds/corrections. See added `ChargeClass` column."	apply_repo_review	`Purchase`
ambiguous	No deterministic value relationship	CHANGELOG.md	611	38	Tax	"* Updated ""Usage"", ""Purchase"", and ""Tax"" to include refunds/corrections. See added `ChargeClass` column."	apply_repo_review	`Tax`
ambiguous	No deterministic value relationship	CHANGELOG.md	612	13	Adjustment	"* Updated ""Adjustment"" value to exclude credits and refunds."	apply_repo_review	`Adjustment`
ambiguous	No deterministic value relationship	CHANGELOG.md	624	72	Usage	"* Column renamed from UsageQuantity. It is now limited to ChargeType ""Usage"" rows."	apply_repo_review	`Usage`
value_high	Entity predicate (ChargeCategory)	CHANGELOG.md	626	54	Usage	"* Column must not be null when `ChargeCategory` is ""Usage"" and `ChargeClass` is not ""Correction""."	apply_repo_review	`Usage`
value_high	Entity predicate (ChargeCategory)	CHANGELOG.md	626	87	Correction	"* Column must not be null when `ChargeCategory` is ""Usage"" and `ChargeClass` is not ""Correction""."	apply_repo_review	`Correction`
ambiguous	No deterministic value relationship	CHANGELOG.md	628	68	Usage	"* Column renamed from UsageUnit. It is now limited to ChargeType ""Usage"" rows."	apply_repo_review	`Usage`
value_high	Entity predicate (ChargeCategory)	CHANGELOG.md	630	54	Usage	"* Column must not be null when `ChargeCategory` is ""Usage"" and `ChargeClass` is not ""Correction""."	apply_repo_review	`Usage`
value_high	Entity predicate (ChargeCategory)	CHANGELOG.md	630	87	Correction	"* Column must not be null when `ChargeCategory` is ""Usage"" and `ChargeClass` is not ""Correction""."	apply_repo_review	`Correction`
value_high	Entity predicate (ChargeClass)	CHANGELOG.md	636	48	Correction	"* Must not be null when `ChargeClass` is not ""Correction"" and `ChargeCategory` is ""Usage"" or ""Purchase""."	apply_repo_review	`Correction`
value_high	Entity predicate (ChargeCategory)	CHANGELOG.md	636	85	Usage	"* Must not be null when `ChargeClass` is not ""Correction"" and `ChargeCategory` is ""Usage"" or ""Purchase""."	apply_repo_review	`Usage`
value_high	Same line as explicit value context	CHANGELOG.md	636	96	Purchase	"* Must not be null when `ChargeClass` is not ""Correction"" and `ChargeCategory` is ""Usage"" or ""Purchase""."	apply_repo_review	`Purchase`
